Назва поля,Тип [1]_,Формат,Опис
**ram:MinimumValueMeasure**,,,"Температурний режим, необхідний для перевезення вантажу. Температурний режим від (закінчення блоку)"
**ram:MaximumValueMeasure**,O,,"Температурний режим, необхідний для перевезення вантажу. Температурний режим до (початок блоку)"
unitCode,O,string,код одиниці виміру (CEL)
value,O,decimal,"Значення"
**ram:MaximumValueMeasure**,,,"Температурний режим, необхідний для перевезення вантажу. Температурний режим до (закінчення блоку)"
**ram:SettingTransportSettingTemperature**,,,Інструкції з експлуатації (закінчення блоку)
**ram:UtilizedLogisticsTransportEquipment** (CategoryCode=CN),,,Контейнер (закінчення блоку)
**ram:MainCarriageLogisticsTransportMovement**,O,,Маршрутизація (проміжні пункти перевантаження). Заповнюється Перевізником (початок блоку)
**ram:SpecifiedTransportEvent**,M,,Проміжне розвантаження (початок блоку)
ram:ID,M,string,Порядковий номер події (події завжди нумеруються в порядку поступового зростання за принципом N+1)
ram:TypeCode,M,string,"Тип операції (розвантаження=5); завжди одне значення (5), оскільки використовується як планові пункти розвантаження"
ram:Description,O,string,Опис
**ram:OccurrenceLogisticsLocation**,M,,Місцезнаходження (початок блоку)
**ram:ID**,M,,"Код КАТОТТГ складу (початок блоку)"
schemeAgencyID,M,string,Код КАТОТТГ складу тимчасового зберігання відповідно до Кодифікатора адміністративно-територіальних одиниць та територій територіальних громад
value,M,string,Значення
**ram:ID**,,,"Код КАТОТТГ складу (закінчення блоку)"
ram:Name,O,string,Найменування та адреса (Місцезнаходження складу)
ram:TypeCode,M,string,"Тип операції (розвантаження=5); завжди одне значення (5), оскільки використовується як планові пункти розвантаження"
ram:Description,O,string,Додаткова інформація складу тимчасового зберігання
**ram:OccurrenceLogisticsLocation**,,,Місцезнаходження (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=WD),M,,Юридична особа Проміжного складу (початок блоку)
**ram:ID**,M,,"Ідентифікаційний код - ЄДРПОУ підприємства (Вантажовідправник/Перевізник/Експедитор/Вантажоодержувач/Товарний склад), що приймає від Перевізника на тимчасове зберігання вантаж (початок блоку)"
schemeAgencyID,M,string,ЄДРПОУ
value,M,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - ЄДРПОУ підприємства (Вантажовідправник/Перевізник/Експедитор/Вантажоодержувач/Товарний склад), що приймає від Перевізника на тимчасове зберігання вантаж (закінчення блоку)"
ram:Name,M,string,"Повне найменування Проміжного складу (Вантажовідправник/Перевізник/Експедитор/Вантажоодержувач/Товарний склад), що приймає від Перевізника на тимчасове зберігання вантаж"
ram:RoleCode,M,string,Роль учасника (Проміжний склад - WD). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,O,,Контакти відповідальні особи Проміжного складу (початок блоку)
ram:PersonName,O,string,ПІБ
**ram:TelephoneUniversalCommunication**,O,,Основний телефон (початок блоку)
ram:CompleteNumber,O,string,Контактні дані
**ram:TelephoneUniversalCommunication**,,,Основний телефон (закінчення блоку)
**ram:MobileTelephoneUniversalCommunication**,O,,Мобільний телефон (початок блоку)
ram:CompleteNumber,O,string,Контактні дані
**ram:MobileTelephoneUniversalCommunication**,,,Мобільний телефон (закінчення блоку)
**ram:EmailURIUniversalCommunication**,O,,Електронна адреса (початок блоку)
ram:CompleteNumber,O,string,Контактні дані
**ram:EmailURIUniversalCommunication**,,,Електронна адреса (закінчення блоку)
**ram:DefinedTradeContact**,,,Контакти відповідальні особи Проміжного складу (закінчення блоку)
**ram:PostalTradeAddress**,M,,"Юридична адреса Проміжного складу (Вантажовідправник/Перевізник/Експедитор/Вантажоодержувач/Товарний склад), що приймає від Перевізника на тимчасове зберігання вантаж (початок блоку)"
ram:PostcodeCode,O,string,Індекс
ram:StreetName,M,string,Адреса (Назва вулиці + номер будівлі)
ram:CityName,M,string,Місто (Назва населеного пункту)
ram:CountryID,M,string,Країна (UA)
ram:CountrySubDivisionName,O,string,Область та район (за наявності)
**ram:PostalTradeAddress**,,,"Юридична адреса Проміжного складу (Вантажовідправник/Перевізник/Експедитор/Вантажоодержувач/Товарний склад), що приймає від Перевізника на тимчасове зберігання вантаж (закінчення блоку)"
**ram:SpecifiedTaxRegistration**,O,,Ідентифікаційний код відповідальної особи (початок блоку)
ram:ID,O,string,РНОКПП відповідальної особи
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код відповідальної особи (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=WD),,,Юридична особа Проміжного складу (закінчення блоку)
**ram:SpecifiedTransportEvent**,,,Проміжне розвантаження (закінчення блоку)
**ram:MainCarriageLogisticsTransportMovement**,,,Маршрутизація (проміжні пункти перевантаження). Заповнюється Перевізником (закінчення блоку)
**ram:DeliveryInstructions**,M,,Вид перевезень (початок блоку)
ram:Description,O,string,"Опис (вид роботи перевізника: за відрядним тарифом, за погодинним тарифом, за покілометровим тарифом, централізовані перевезення тощо)"
ram:DescriptionCode,M,string,Код (TRANSPORTATION_TYPE)
**ram:DeliveryInstructions**,,,Вид перевезень (закінчення блоку)
**ram:PreviousAdministrativeReferencedDocument**,-/M,,"Попередня транзакція ECMR, на основі якої складено поточний документ. Блок не вказується, якщо документ створено з «нуля» (початок блоку)"
ram:TypeCode,O,string,"Тип документа, на основі якого складено поточний документ. `Довідник кодів документів <https://wiki.edin.ua/uk/latest/Docs_ETTNv3/Dictionaries/Dictionaries.html#un-edifact-codes>`__"
ram:ID,M,string,Відповідає ExchangedDocumentContext.SpecifiedTransactionID попередніх версій
ram:Remarks,O,string,Base64 документа попередньої версії
**ram:FormattedIssueDateTime**,O,,"Дата складання документа, на основі якого складено поточний документ (початок блоку)"
qdt:DateTimeString,O,`datetime <https://www.w3.org/TR/xmlschema-2/#dateTime>`__ (2021-12-13T14:19:23+02:00),Дата та час складання попереднього ECMR документа
**ram:FormattedIssueDateTime**,,,"Дата складання документа, на основі якого складено поточний документ (закінчення блоку)"
**ram:AttachedSpecifiedBinaryFile**,O,,"Вкладений бінарний файл документа, на основі якого складено поточний документ (початок блоку)"
ram:ID,M,string,Відповідає document.id із ЦБД еТТН
ram:URIID,M,string,Посилання на документ
ram:MIMECode,O,string,Код `MIME типізації <https://uk.wikipedia.org/wiki/MIME_%D1%82%D0%B8%D0%BF>`__
ram:SizeMeasure,M,Long,Розмір файлу
**ram:AttachedSpecifiedBinaryFile**,,,"Вкладений бінарний файл документа, на основі якого складено поточний документ (закінчення блоку)"
**ram:PreviousAdministrativeReferencedDocument**,,,"Попередня транзакція ECMR, на основі якої складено поточний документ. Блок не вказується, якщо документ створено з «нуля» (закінчення блоку)"
**SpecifiedSupplyChainConsignment**,,,Інформація про перевезення (закінчення блоку)
**eCMR**,,,(закінчення змісту документа)
**UaSignatureStorage**,M,,Підписи (початок блоку)
**VisualReferencedDocument**,O,,Графічне відображення документа (початок блоку)
ram:TypeCode,M,string,Тип (730 - ТТН). `Довідник кодів документів <https://wiki.edin.ua/uk/latest/Docs_ETTNv3/Dictionaries/Dictionaries.html#un-edifact-codes>`__
ram:Remarks,O,string,Графічне зображення е-ТТН в base64
**VisualReferencedDocument**,,,Графічне відображення документ (закінчення блоку)
**Signature** (SigningPartyRoleCode=CZ),M,,КЕП Вантажовідправника (початок блоку)
SigningPartyRoleCode,M,string,Роль підписанта (Вантажовідправник - CZ). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
PartySignature,M,string,Підпис (base64 підпису p7s)
Name,M,string,ПІБ підписанта (відповідальної особи вантажовідправника)
Position,O,string,Посада підписанта (відповідальної особи вантажовідправника)
**ram:SpecifiedTaxRegistration**,M,,Ідентифікаційний код відповідальної особи вантажовідправника (початок блоку)
ram:ID,M,string,РНОКПП підписанта
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код відповідальної особи вантажовідправника (закінчення блоку)
**Signature** (SigningPartyRoleCode=CZ),,,КЕП Вантажовідправника (закінчення блоку)
**Signature** (SigningPartyRoleCode=DR),M,,КЕП Водія (початок блоку)
SigningPartyRoleCode,M,string,Роль підписанта (Водій - DR). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
PartySignature,M,string,Підпис (base64 підпису p7s)
Name,M,string,ПІБ підписанта (Водія)
Position,O,string,Посада підписанта (Водія)
**ram:SpecifiedTaxRegistration**,M,,Ідентифікаційний код Водія (початок блоку)
ram:ID,M,string,РНОКПП підписанта (Водія)
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код Водія (закінчення блоку)
**Signature** (SigningPartyRoleCode=DR),,,КЕП Водія (закінчення блоку)
**Signature** (SigningPartyRoleCode=CA),O,,КЕП Перевізника (початок блоку)
SigningPartyRoleCode,M,string,Роль підписанта (Перевізник - CA). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
PartySignature,M,string,Підпис (base64 підпису p7s)
Name,M,string,ПІБ підписанта (відповідальної особи Перевізника)
Position,O,string,Посада підписанта (відповідальної особи Перевізника)
**ram:SpecifiedTaxRegistration**,M,,Ідентифікаційний код відповідальної особи Перевізника (початок блоку)
ram:ID,M,string,РНОКПП підписанта (Перевізника)
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код відповідальної особи Перевізника (закінчення блоку)
**Signature** (SigningPartyRoleCode=CA),,,КЕП Перевізника (закінчення блоку)
**Signature** (SigningPartyRoleCode=CN),M,,КЕП Вантажоодержувача (початок блоку)
SigningPartyRoleCode,M,string,Роль підписанта (Вантажоодержувач - CN). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
PartySignature,M,string,Підпис (base64 підпису p7s)
Name,M,string,ПІБ підписанта (відповідальної особи Вантажоодержувача)
Position,O,string,Посада підписанта (відповідальної особи Вантажоодержувача)
**ram:SpecifiedTaxRegistration**,M,,Ідентифікаційний код відповідальної особи Вантажоодержувача (початок блоку)
ram:ID,M,string,РНОКПП підписанта (Вантажоодержувача)
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код відповідальної особи Вантажоодержувача (закінчення блоку)
**Signature** (SigningPartyRoleCode=CN),,,КЕП Вантажоодержувача (закінчення блоку)
**UaSignatureStorage**,,,Підписи (закінчення блоку)
**UAECMR**,,,(закінчення документа)
